Index,Company name,Rating,Company type,Sector,Old,Company location,Employees,Reviews
222,Jindal Steel and Power,3.9, Fortune India 500 ,Iron & Steel , 71 years old , Delhi/NCR +96 more, 5k-10k Employees ,2.1k Reviews
223,Ceat Tyres,4, Public ,Auto Components , 65 years old , Mumbai +98 more, 5k-10k Employees ,2.1k Reviews
224,Berger Paints,3.7, Public ,Chemicals , 100 years old , Kolkata +204 more, 1k-5k Employees ,2.1k Reviews
225,Suzlon Group,4.1, Public ,Power , 28 years old , Pune +97 more, 5k-10k Employees ,2.1k Reviews
226,HDFC Ergo General Insurance,4, Public ,Insurance , 21 years old , Mumbai +203 more, 5k-10k Employees ,2.1k Reviews
227,RSPL Group,4.1, 36 years old ,FMCG , Mumbai +159 more,, 1k-5k Employees ,2.1k Reviews
228,Indian Oil Corporation,4.4, Fortune India 500 ,Oil & Gas , 64 years old , Delhi/NCR +217 more, 10k-50k Employees ,2.1k Reviews
229,RBL Bank,3.7, Public ,Banking , 80 years old , Mumbai +192 more, 1k-5k Employees ,2.1k Reviews
230,Aakash Educational Services,3.6, 35 years old ,EdTech , New Delhi +183 more,, 10k-50k Employees ,2.1k Reviews
231,Dabur,3.9, Public ,FMCG , 139 years old , Ghaziabad +216 more, 5k-10k Employees ,2.1k Reviews
232,Escorts Kubota Limited,4.1, Public ,Automobile , 63 years old , Faridabad +116 more, 10k-50k Employees ,2.1k Reviews
233,PolicyBazaar,3.5, Public ,FinTech , 15 years old , Gurgaon +59 more, 5k-10k Employees ,2.1k Reviews
234,GeBBS Healthcare Solutions,3.8, 18 years old ,BPO , Culver City +12 more,, 5k-10k Employees ,2.1k Reviews
235,Kotak Mahindara Life Insurance,3.8, Public ,Insurance , 22 years old , Mumbai +185 more, 10k-50k Employees ,2.1k Reviews
236,PNB MetLife,3.5, Conglomerate ,Insurance , 22 years old , Mumbai +284 more, 5k-10k Employees ,2k Reviews
237,ACC,4, Public ,Building Material , 87 years old , Mumbai +195 more, 5k-10k Employees ,2k Reviews
238,Cogent E Services,3.4, Conglomerate ,BPO , 19 years old , Noida +30 more, 10k-50k Employees ,2k Reviews
239,JK Cement,4.1, Public ,Building Material , 49 years old , Gurgaon/Gurugram +203 more, 1k-5k Employees ,2k Reviews
240,Carelon Global Solutions,4.1,,Hyderabad/Secunderabad +9 more,,,,2k Reviews
241,Simplex Infrastructures,3.3, Public ,Engineering & Construction , 99 years old , Kolkata +128 more, 1k-5k Employees ,2k Reviews
242,Bajaj Electricals,4.1, Public ,Consumer Electronics & Appliances , 85 years old , Mumbai +178 more, 1k-5k Employees ,2k Reviews
243,Marpu Foundation,4.9, 7 years old ,Non-Profit , Hyderabad/Secunderabad +39 more,, 11-50 Employees ,2k Reviews
244,Torrent Pharmaceuticals,3.9, Public ,Pharma , 52 years old , Ahmedabad +90 more, 10k-50k Employees ,2k Reviews
245,Reliance Digital,4.2, 16 years old ,Retail , Mumbai +273 more,, 5k-10k Employees ,2k Reviews
246,IndiGo,3.6, Fortune India 500 ,Aviation , 17 years old , Gurgaon/Gurugram +81 more, 10k-50k Employees ,2k Reviews
247,ArcelorMittal Nippon Steel,4, Conglomerate ,Iron & Steel , Surat +57 more,, 5k-10k Employees ,2k Reviews
248,Arvind Group,4.1, Public ,Fashion & Textile , 92 years old , Ahmedabad +120 more, 10k-50k Employees ,2k Reviews
249,Wipro Enterprises Ltd,3.8, 78 years old ,IT Services & Consulting , Bangalore +73 more,, 501-1k Employees ,2k Reviews
250,Titan Company,4.4, Public ,Other , 5 years old , Mumbai +126 more, 5k-10k Employees ,2k Reviews
251,KocharTech,4.2, 28 years old ,IT Services & Consulting , Gurgaon/Gurugram +21 more,, 1k-5k Employees ,2k Reviews
252,Dilip Buildcon,4, Public ,Engineering & Construction , 36 years old , Bhopal +168 more, 10k-50k Employees ,2k Reviews
253,Huawei Technologies,4, 21 years old ,IT Services & Consulting , Gurgaon/Gurugram +92 more,, 51-200 Employees ,2k Reviews
254,Jubilant Foods Works,3.8, Public ,Retail , 28 years old , Noida +168 more, 10k-50k Employees ,2k Reviews
255,UPL,4.1, Public ,Agro Chemicals , 54 years old , Mumbai +136 more, 1k-5k Employees ,1.9k Reviews
256,KPIT Technologies,3.6, Public ,Software Product , 33 years old , Pune +23 more, 5k-10k Employees ,1.9k Reviews
257,Lava International,4.1, Public ,Telecom , 14 years old , Noida +205 more, 1k-5k Employees ,1.9k Reviews
258,Apollo Tyres,4.1, Public ,Auto Components , 51 years old , Gurgaon/Gurugram +143 more, 5k-10k Employees ,1.9k Reviews
259,Domino's Pizza,4, Public ,Hospitality , 63 years old , Ypsilanti +204 more, 1k-5k Employees ,1.9k Reviews
260,Reliance SMSL,4, Public ,BPO , 16 years old , Mumbai +436 more, 1k-5k Employees ,1.9k Reviews
261,Tata AIG,4.2, 23 years old ,Insurance , Mumbai +199 more,, 5k-10k Employees ,1.9k Reviews
262,Capita,3.9, Indore +20 more,5k-10k Employees ,,, 18 years old ,1.9k Reviews
263,Synechron,4.1, 22 years old ,IT Services & Consulting , New York +19 more,, 5k-10k Employees ,1.9k Reviews
264,Birlasoft,3.7, Public ,IT Services & Consulting , 28 years old , Pune +30 more, 10k-50k Employees ,1.9k Reviews
265,Flex,4.1, Forbes Global 2000 ,Electronics Manufacturing , 54 years old , San Jose +35 more, 10k-50k Employees ,1.9k Reviews
266,McDonald's,4.3, Forbes Global 2000 ,Hospitality , 68 years old , Chicago +127 more, 5k-10k Employees ,1.9k Reviews
267,Patanjali Ayurved,4, Fortune India 500 ,FMCG , 17 years old , Haridwar +243 more, 5k-10k Employees ,1.9k Reviews
268,Statestreet HCL Services,3.2, 11 years old ,BPO , New Delhi +14 more,, 5k-10k Employees ,1.9k Reviews
269,S&P Global,4.2, Public ,IT Services & Consulting , 106 years old , New York City +18 more, 5k-10k Employees ,1.9k Reviews
270,Taj Hotels Resorts and Palaces,4.3, 120 years old ,Hospitality , Mumbai +86 more,, 10k-50k Employees ,1.9k Reviews
271,Lenskart,3.2, Indian Unicorn ,Other , 13 years old , Faridabad +138 more, 1k-5k Employees ,1.9k Reviews
272,AFCONS Infrastructure,4.4, 64 years old ,Engineering & Construction , Mumbai +77 more,, 10k-50k Employees ,1.9k Reviews
273,State Street Syntel,3.8, 19 years old ,Financial Services , Mumbai +16 more,, 501-1k Employees ,1.9k Reviews
274,Tech Mahindra Business Services,3.5, Public ,BPO , 20 years old , Mumbai +38 more, 1k-5k Employees ,1.9k Reviews
275,Tractors and Farm Equipment,4.1, Public ,Automobile , 63 years old , Chennai +147 more, 5k-10k Employees ,1.8k Reviews
276,Max Healthcare,4.1, Fortune India 500 ,Healthcare , 22 years old , Delhi/NCR +53 more, 1k-5k Employees ,1.8k Reviews
277,AGS Health,4, 12 years old ,BPO , Washington DC +30 more,, 10k-50k Employees ,1.8k Reviews
278,Mankind Pharma,4.2, Fortune India 500 ,Pharma , 28 years old , New Delhi +163 more, 5k-10k Employees ,1.8k Reviews
279,Capgemini Engineering,3.6,,10k-50k Employees ,,, Gurgaon/Gurugram +16 more,1.8k Reviews
280,Zensar Technologies,3.8, Public ,IT Services & Consulting , 22 years old , Pune +20 more, 5k-10k Employees ,1.8k Reviews
281,Tata Technologies,3.7, Conglomerate ,IT Services & Consulting , 34 years old , Singapore +42 more, 5k-10k Employees ,1.8k Reviews
282,Square Yards,3.8, 10 years old ,Real Estate , Gurgaon +38 more,, 1k-5k Employees ,1.8k Reviews
283,Fortis Healthcare,4, Public ,Healthcare , 27 years old , Gurgaon/Gurugram +55 more, 5k-10k Employees ,1.8k Reviews
284,Bajaj Allianz General Insurance,4.1, Pune +183 more,Financial Services ,,, 5k-10k Employees ,1.8k Reviews
285,Landmark Group,4.1, Conglomerate ,Retail , 50 years old , Dubai Marina +127 more, 1k-5k Employees ,1.8k Reviews
286,Nestle,4.1, Public ,Food Processing , 64 years old , Vevey +205 more, 5k-10k Employees ,1.8k Reviews
287,Blue Dart Express,4.1, Public ,Logistics , 40 years old , Mumbai +216 more, 10k-50k Employees ,1.8k Reviews
288,Walmart,4, Forbes Global 2000 ,Retail , 14 years old , Bangalore/Bengaluru +72 more, 5k-10k Employees ,1.8k Reviews
289,Birla Sun Life Insurance,4.2, 23 years old ,Insurance , Mumbai +328 more,, 10k-50k Employees ,1.8k Reviews
290,Fiserv,3.7, Forbes Global 2000 ,FinTech , 39 years old , Brookfield +27 more, 5k-10k Employees ,1.8k Reviews
291,Ola Cabs,3.5, Indian Unicorn ,Internet , 13 years old , Bangalore +89 more, 501-1k Employees ,1.8k Reviews
292,IGT Solutions,3.4, 25 years old ,IT Services & Consulting , Gurgaon/Gurugram +17 more,, 5k-10k Employees ,1.8k Reviews
293,HDFC Sales,4, 19 years old ,Financial Services , Mumbai +250 more,, 10k-50k Employees ,1.7k Reviews
294,Societe Generale,3.9, 23 years old ,Financial Services , Bangalore/Bengaluru +13 more,, 1k-5k Employees ,1.7k Reviews
295,BlackBuck,3.9, Indian Unicorn ,Logistics , 8 years old , Bangalore +269 more, 501-1k Employees ,1.7k Reviews
296,Future Retail,4.3, Public ,Retail , 36 years old , San Francisco +194 more, 10k-50k Employees ,1.7k Reviews
297,Nokia,4.2, Forbes Global 2000 ,Hardware & Networking , 158 years old , Espoo +142 more, 10k-50k Employees ,1.7k Reviews
298,I Process Services,3.9, 18 years old ,Recruitment , Mumbai +247 more,, 1k-5k Employees ,1.7k Reviews
299,Lifestyle,4.4, Fortune India 500 ,Retail , 24 years old , Bangalore/Bengaluru +102 more, 10k-50k Employees ,1.7k Reviews
300,Voltas,4, Public ,Consumer Electronics & Appliances , 69 years old , Mumbai +153 more, 1k-5k Employees ,1.7k Reviews
301,State Street Corporation,3.8, Forbes Global 2000 ,Financial Services , 231 years old , Boston +14 more, 10k-50k Employees ,1.7k Reviews
302,Eureka Forbes,3.9, 41 years old ,Consumer Electronics & Appliances , Mumbai +153 more,, 5k-10k Employees ,1.7k Reviews
303,JMC Projects,4.2, Public ,Engineering & Construction , 41 years old , Mumbai +111 more, 1k-5k Employees ,1.7k Reviews
304,Rivigo,3.9, Indian Unicorn ,Internet , 9 years old , Gurgaon +147 more, 1k-5k Employees ,1.7k Reviews
305,UNO Minda,4, Fortune India 500 ,Auto Components , 65 years old , Gurgaon +75 more, 201-500 Employees ,1.7k Reviews
306,Extramarks Education,3.5, 16 years old ,EdTech , Noida +96 more,, 1k-5k Employees ,1.7k Reviews
307,The Himalaya Drug Company,4.1, 93 years old ,Pharma , San Francisco +179 more,, 5k-10k Employees ,1.7k Reviews
308,Micro Labs,3.7, 50 years old ,Pharma , Bangalore/Bengaluru +107 more,, 10k-50k Employees ,1.7k Reviews
309,Radisson Hotels,4, 114 years old ,Hospitality , Minnetonka +94 more,, 10k-50k Employees ,1.7k Reviews
310,G4S,4, 27 years old ,Law Enforcement & Security , Gurgaon/Gurugram +113 more,, 1 Lakh+ Employees ,1.7k Reviews
311,TVS Supply Chain Solutions,3.9, 127 years old ,Logistics , Chennai +119 more,, 1k-5k Employees ,1.7k Reviews
312,Tata Teleservices,4.1, Public ,Telecom , 27 years old , Mumbai +145 more, 201-500 Employees ,1.7k Reviews
313,Britannia,4.1, Public ,Food Processing , 131 years old , Reading +195 more, 5k-10k Employees ,1.7k Reviews
314,ElasticRun,3.4, Indian Unicorn ,Logistics , 7 years old , Pune +300 more, 1k-5k Employees ,1.7k Reviews
315,Exide Industries,3.5, Public ,Auto Components , 76 years old , Kolkata +168 more, 1k-5k Employees ,1.7k Reviews
316,PepsiCo,4.1, Forbes Global 2000 ,Food Processing , 34 years old , Harrison +191 more, 1k-5k Employees ,1.7k Reviews
317,Aditya Birla Group,4.2, Conglomerate ,Retail , 166 years old , Mumbai +207 more, 10k-50k Employees ,1.7k Reviews
318,Grasim Industries,4, Public ,Building Material , 76 years old , Nagda +71 more, 10k-50k Employees ,1.6k Reviews
319,Ajanta Pharma,4, Public ,Pharma , 50 years old , Mumbai +88 more, 5k-10k Employees ,1.6k Reviews
320,Nokia Networks,4.4,,10k-50k Employees ,,, Chennai +79 more,1.6k Reviews
321,ACT Fibernet,4.1, 15 years old ,Telecom , Bengaluru/Bangalore +40 more,, 5k-10k Employees ,1.6k Reviews
322,R.R. Donnelley,4.1, 159 years old ,BPO , Chicago +12 more,, 5k-10k Employees ,1.6k Reviews
323,Life Insurance Corporation of India,4.3, Fortune India 500 ,Insurance , 67 years old , Mumbai +386 more, 1 Lakh+ Employees ,1.6k Reviews
324,Shree Cement,4.1, Public ,Building Material , 44 years old , Kolkata +159 more, 5k-10k Employees ,1.6k Reviews
325,Blue Star,4.1, Public ,Consumer Electronics & Appliances , 80 years old , Mumbai +120 more, 1k-5k Employees ,1.6k Reviews
326,Cholamandalam MS General Insurance,3.9, 22 years old ,Insurance , Chennai +304 more,, 1k-5k Employees ,1.6k Reviews
327,Sterlite Technologies,3.9, Public ,Hardware & Networking , 35 years old , Pune +64 more, 1k-5k Employees ,1.6k Reviews
328,Pfizer,4.1, Public ,Pharma , 19 years old , Chennai +107 more, 1k-5k Employees ,1.6k Reviews
329,Dalmia Bharat Cement,4.1, Public ,Building Material , 88 years old , Delhi/NCR +166 more, 5k-10k Employees ,1.6k Reviews
330,Johnson Controls,3.4, Public ,Industrial Automation , 28 years old , Cork +43 more, 1k-5k Employees ,1.6k Reviews
331,Delhi Public School,3.9, Public ,Education & Training , 25 years old , Greater Noida +221 more, 1k-5k Employees ,1.6k Reviews
332,Croma,4.2, 17 years old ,Retail , Mumbai +120 more,, 1k-5k Employees ,1.6k Reviews
333,TVS Credit,4.3, Public ,NBFC , 15 years old , Chennai +236 more, 10k-50k Employees ,1.6k Reviews
334,CG Power and Industrial Solutions,3.8, Public ,Electrical Equipment , 86 years old , Mumbai +98 more, 1k-5k Employees ,1.6k Reviews
335,LTIMindtree,3.7, Pune +21 more,IT Services & Consulting ,,, 27 years old ,1.6k Reviews
336,Renault-Nissan,4.1, 16 years old ,Automobile , Chennai +72 more,, 10k-50k Employees ,1.6k Reviews
337,Sonalika Tractors,3.7, 54 years old ,Automobile , Hoshiarpur +132 more,, 1k-5k Employees ,1.6k Reviews
338,Emcure Pharmaceuticals,3.8, Fortune India 500 ,Pharma , 42 years old , Pune +82 more, 5k-10k Employees ,1.6k Reviews
339,Samsung Electronics,4.1,,Noida +184 more,,,,1.5k Reviews
340,IKS Health,3.6, 16 years old ,Healthcare , Mumbai +11 more,, 5k-10k Employees ,1.5k Reviews
341,Yazaki,3.8, 82 years old ,Auto Components , Tokyo +50 more,, 10k-50k Employees ,1.5k Reviews
342,Mahindra Logistics,4.1, Public ,Logistics , 23 years old , Mumbai +109 more, 1k-5k Employees ,1.5k Reviews
343,XpressBees,3.8, Indian Unicorn ,Logistics , 8 years old , Pune +197 more, 1k-5k Employees ,1.5k Reviews
344,PVR Cinemas,4.1, Public ,Media & Entertainment , 26 years old , Gurgaon +94 more, 5k-10k Employees ,1.5k Reviews
345,HCL Infosystems,3.9, Public ,IT Services & Consulting , 47 years old , Noida +105 more, 51-200 Employees ,1.5k Reviews
346,Datamatics Global Services,3.6, Public ,IT Services & Consulting , 48 years old , Mumbai +25 more, 1k-5k Employees ,1.5k Reviews
347,Kalyan Jewellers,4.8, Fortune India 500 ,Metals & Mining , 30 years old , Bengaluru/Bangalore +123 more, 5k-10k Employees ,1.5k Reviews
348,BHEL,4.2, Fortune India 500 ,Electrical Equipment , 59 years old , Bangalore/Bengaluru +94 more, 10k-50k Employees ,1.5k Reviews
349,Indus Towers,4, Fortune India 500 ,Telecom , 16 years old , Gurgaon +126 more, 1k-5k Employees ,1.5k Reviews
350,Raymond,4.1, Public ,Fashion & Textile , 98 years old , New York +113 more, 5k-10k Employees ,1.5k Reviews
351,V-Mart,4.2, Public ,Retail , 21 years old , Gurgaon/Gurugram +219 more, 5k-10k Employees ,1.5k Reviews
352,Parle Agro,4.2, 39 years old ,Beverage , Mumbai +163 more,, 1k-5k Employees ,1.5k Reviews
353,Mahindra Holidays & Resorts,3.7, 27 years old ,Hospitality , Mumbai +91 more,, 5k-10k Employees ,1.5k Reviews
354,Barclays,4, Forbes Global 2000 ,Banking , 333 years old , London +24 more, 10k-50k Employees ,1.5k Reviews
355,DS Group,4, Conglomerate ,FMCG , 94 years old , Noida +152 more, 1k-5k Employees ,1.5k Reviews
356,Zomato,3.7, Public ,Internet , 15 years old , Gurgaon +155 more, 1k-5k Employees ,1.5k Reviews
357,Kalpataru Power Transmission,4.1, Public ,Power , 42 years old , Mumbai +194 more, 1k-5k Employees ,1.5k Reviews
358,Indian Railways,4.1, Central ,Railways , 170 years old , Delhi/NCR +191 more, 1 Lakh+ Employees ,1.5k Reviews
359,Poonawalla Fincorp,3.9, Public ,NBFC , 35 years old , Mumbai +242 more, 5k-10k Employees ,1.5k Reviews
360,Ambuja Cements,3.9, Public ,Building Material , 40 years old , Mumbai +175 more, 5k-10k Employees ,1.5k Reviews
361,SRF,4.3, Public ,Chemicals , 53 years old , Gurgaon/Gurugram +42 more, 5k-10k Employees ,1.5k Reviews
362,Reliance Trends,4.3, Conglomerate ,Retail , 17 years old , Navi Mumbai +297 more, 1 Lakh+ Employees ,1.5k Reviews
363,Info Edge,4.1, Public ,Internet , 28 years old , Noida +53 more, 1k-5k Employees ,1.5k Reviews
364,Cybage,4, 28 years old ,IT Services & Consulting , Pune +7 more,, 5k-10k Employees ,1.4k Reviews
365,Whirlpool,4.1, Public ,Consumer Electronics & Appliances , 112 years old , Michigan +128 more, 1k-5k Employees ,1.4k Reviews
366,Shriram City,4.1, Public ,Financial Services , 37 years old , Chennai +404 more, 10k-50k Employees ,1.4k Reviews
367,ICICI Securities,3.7, 28 years old ,5k-10k Employees , Mumbai +113 more,, Public ,1.4k Reviews
368,Myntra,4.1, 16 years old ,Retail , Bangalore +90 more,, 1k-5k Employees ,1.4k Reviews
369,Kansai Nerolac Paints,3.9, Public ,Chemicals , 103 years old , Mumbai +138 more, 1k-5k Employees ,1.4k Reviews
370,Shell,4.3, Public ,Oil & Gas , 19 years old , London +74 more, 10k-50k Employees ,1.4k Reviews
371,Force Motors,3.4, Public ,Automobile , 65 years old , Pune +78 more, 1k-5k Employees ,1.4k Reviews
372,Cadila Pharmaceuticals,3.3, Public ,Pharma , 72 years old , Ahmedabad +100 more, 5k-10k Employees ,1.4k Reviews
373,Shahi Exports,4.1, 49 years old ,Retail , Faridabad +52 more,, 1 Lakh+ Employees ,1.4k Reviews
374,Sterling & Wilson,4.1, 96 years old ,Real Estate , Mumbai +76 more,, 5k-10k Employees ,1.4k Reviews
375,BT Group,4.1, Forbes Global 2000 ,Telecom , 177 years old , London +15 more, 10k-50k Employees ,1.4k Reviews
376,ITC Hotels,4.1, Public ,Hospitality , 48 years old , Kolkata +69 more, 5k-10k Employees ,1.4k Reviews
377,JCB,4, 78 years old ,Industrial Machinery , Rocester +77 more,, 1k-5k Employees ,1.4k Reviews
378,3i Infotech,3.6, Public ,IT Services & Consulting , 30 years old , Mumbai +96 more, 1k-5k Employees ,1.4k Reviews
379,Endurance Technologies,3.8, Public ,Auto Components , 38 years old , Aurangabad +35 more, 1k-5k Employees ,1.4k Reviews
380,Bharti AXA Life Insurance,3.9, 17 years old ,Insurance , Mumbai +211 more,, 5k-10k Employees ,1.4k Reviews
381,Blinkit,3.8, Indian Unicorn ,Internet , 10 years old , Gurgaon +56 more, 1k-5k Employees ,1.4k Reviews
382,Taurus BPO Services,4.7, 8 years old ,BPO , Pune +11 more,, 1k-5k Employees ,1.4k Reviews
383,Delphi TVS,3.9, 34 years old ,Auto Components , Kanchipuram +27 more,, 1k-5k Employees ,1.4k Reviews
384,Lodha group,4.1, Fortune India 500 ,Real Estate , 43 years old , Mumbai +19 more, 1k-5k Employees ,1.4k Reviews
385,Brakes India,4, Fortune India 500 ,Auto Components , 61 years old , Chennai +67 more, 1k-5k Employees ,1.4k Reviews
386,Bharat Petroleum,4.1, Fortune India 500 ,Oil & Gas , 71 years old , Mumbai +197 more, 5k-10k Employees ,1.4k Reviews
387,Future Generali India Life Insurance,3.8, 16 years old ,Insurance , Mumbai +154 more,, 1k-5k Employees ,1.4k Reviews
388,JK Tyres,3.8, Fortune India 500 ,Auto Components , 72 years old , New Delhi +120 more, 1k-5k Employees ,1.4k Reviews
389,ZS,3.6, 40 years old ,Management Consulting , Evanston +7 more,, 5k-10k Employees ,1.4k Reviews
390,Sobha,4, Public ,Real Estate , 28 years old , Bangalore/Bengaluru +34 more, 1k-5k Employees ,1.4k Reviews
391,Syngene International,3.9, Public ,Pharma , 30 years old , Bangalore/Bengaluru +12 more, 1k-5k Employees ,1.4k Reviews
